county state,relative mobility,absolute mobility,sample size,lat,long
Rosebud MT,0.386,40.5,539,45.907996,-106.611337
Sanders MT,0.262,48.3,432,47.636131,-115.177085
Silver Bow MT,0.296,47.5,1334,45.98796,-112.524356
Stillwater MT,0.267,52.6,352,45.613806,-109.249493
Teton MT,0.191,52.5,314,47.771875,-112.054612
Valley MT,0.306,50.7,382,48.233939,-106.546143
Yellowstone MT,0.267,46.9,5223,45.791309,-108.539417
Adams NE,0.283,49.7,1161,40.583763,-98.414536
Antelope NE,0.358,53.4,348,42.149596,-98.05683
Boone NE,0.189,61.3,322,41.68018,-98.01636
Box Butte NE,0.253,51.6,718,42.13504,-102.903704
Buffalo NE,0.257,51,1701,40.737667,-99.07016
Burt NE,0.291,50.8,354,41.845797,-96.34254
Butler NE,0.25,55.1,446,41.248949,-97.141234
Cass NE,0.226,49.5,1122,40.946526,-96.062535
Cedar SD,0.155,63.2,514,,
Cherry NE,0.208,50.4,263,42.784561,-100.754886
Cheyenne WY,0.26,50.8,444,,
Clay NE,0.231,55.9,370,40.545465,-98.029666
Colfax NE,0.247,55.4,471,41.517571,-97.076554
Cuming NE,0.294,56.9,445,41.897578,-96.759175
Custer NE,0.278,54.6,531,41.401093,-99.672832
Dakota IA,0.247,49.2,907,,
Dawes NE,0.243,53.8,342,42.785306,-103.066266
Dawson NE,0.309,49.3,1019,40.828531,-99.858944
Dixon IA,0.273,52.9,300,,
Dodge NE,0.289,51,1582,41.473485,-96.53063
Douglas NE,0.405,40,17445,41.25991,-96.061471
Fillmore NE,0.294,56.8,300,40.540682,-97.578024
Furnas NE,0.288,55.3,290,40.248006,-99.925599
Gage NE,0.379,49,922,40.274482,-96.714139
Hall NE,0.295,48.5,2242,40.915597,-98.377535
Hamilton NE,0.304,52.6,484,40.878695,-98.021089
Holt NE,0.163,57.7,650,42.4584,-98.742988
Howard NE,0.264,55.7,279,41.189549,-98.493475
Jefferson NE,0.278,55,355,40.164028,-97.140354
Kearney NE,0.205,52.2,285,40.506264,-98.992742
Keith NE,0.29,51.9,433,41.141877,-101.696492
Knox SD,0.192,58.9,466,,
Lancaster NE,0.359,42.4,8420,40.801058,-96.673551
Lincoln NE,0.291,47.5,1548,41.119635,-100.78923
Madison NE,0.257,50.8,1826,42.003908,-97.461692
Merrick NE,0.344,51.4,379,41.1312,-98.039353
Morrill NE,0.16,56.1,259,41.707123,-103.159224
Nemaha NE,0.249,55.7,352,40.403957,-95.836309
Otoe NE,0.314,49.9,597,40.669495,-96.029874
Phelps NE,0.287,50.8,440,40.468151,-99.406756
Pierce NE,0.225,57.2,400,42.262663,-97.591986
Platte NE,0.23,54.3,1606,41.469013,-97.387409
Red Willow NE,0.217,51.7,526,40.205475,-100.587807
Richardson NE,0.24,51.7,390,40.099947,-95.673464
Saline NE,0.235,55,634,40.578252,-97.02001
Sarpy NE,0.301,45.2,5433,41.153107,-96.033892
Saunders NE,0.27,51.3,874,41.199571,-96.571016
Scotts Bluff NE,0.322,47,1641,41.865018,-103.68038
Seward NE,0.323,52.9,741,40.873593,-97.106037
Sheridan SD,0.286,52.6,372,,
Thayer NE,0.203,59.4,317,40.179229,-97.62535
Thurston NE,0.517,35.6,340,42.159409,-96.515688
Washington NE,0.234,53.3,859,41.507053,-96.158296
York NE,0.278,53.7,653,40.864374,-97.605431
Churchill NV,0.251,43.9,1014,39.473584,-118.795661
Clark NV,0.257,39.9,36065,36.143366,-115.14994
Douglas CA,0.277,43,1474,,
Elko NV,0.271,46.3,2149,40.870907,-115.518595
Humboldt NV,0.306,46.4,807,41.034176,-117.745055
Lander NV,0.231,48.2,354,40.520911,-116.94321
Lyon NV,0.273,41.1,1225,39.34878,-119.325133
Nye NV,0.271,41.6,1031,36.468656,-116.165792
Washoe NV,0.281,41.1,10102,39.535558,-119.795493
White Pine NV,0.23,48.1,422,39.273238,-114.862381
Carson City NV,0.272,41.9,1793,39.166134,-119.753711
Belknap NH,0.257,44.7,2476,43.5174,-71.44059
Carroll NH,0.215,44.7,1488,43.810972,-71.166412
Cheshire NH,0.303,42.2,2887,42.898264,-72.262715
Coos VT,0.3,45.7,1263,,
Grafton VT,0.265,43.7,3035,,
Hillsborough NH,0.318,44.2,13561,42.879889,-71.532928
Merrimack NH,0.319,43.2,4818,43.246442,-71.586214
Rockingham NH,0.279,45,10343,42.936726,-71.104266
Strafford NH,0.306,43.1,3860,43.247646,-70.954943
Sullivan VT,0.315,41.8,1483,,
Atlantic PA,0.407,38.9,8083,,
Bergen NJ,0.236,52.4,24690,40.918799,-74.057383
Burlington PA,0.325,44,15043,,
Camden PA,0.405,39.9,19902,,
Cape May PA,0.347,42.7,3477,,
Cumberland PA,0.4,39.1,5448,40.204609,-77.099379
Cumberland PA,0.318,46.3,7681,40.204609,-77.099379
Essex NJ,0.394,38.7,23872,40.768705,-74.216402
Gloucester PA,0.336,43.7,9547,,
Hudson NJ,0.309,44.1,15365,40.742925,-74.061278
Hunterdon NJ,0.239,51.2,3920,40.572183,-74.896782
Mercer NJ,0.401,39.4,10670,40.255566,-74.70034
Middlesex NJ,0.301,47,21076,40.485529,-74.387921
Monmouth NJ,0.34,45.1,20965,40.291301,-74.14773
Morris NJ,0.283,49.5,13837,40.859552,-74.501661
Ocean NJ,0.288,45.6,15329,39.973657,-74.21461
Passaic NJ,0.371,42.3,14945,40.925361,-74.191473
Salem PA,0.383,42.3,2475,,
Somerset NJ,0.321,46.7,7180,40.561176,-74.578798
Sussex NJ,0.285,47.8,5594,41.091219,-74.654037
Union NJ,0.351,43.8,15733,40.659609,-74.294239
Warren NJ,0.283,47.1,3769,40.795162,-75.016426
Bernalillo NM,0.313,39.6,19345,35.107877,-106.616039
Chaves NM,0.365,41.2,2756,33.364652,-104.51261
Cibola NM,0.332,36.5,1096,35.113977,-107.804609
Colfax NM,0.196,44.7,607,36.702618,-104.643736
Curry NM,0.344,43.1,2064,34.420099,-103.215708
Dona Ana TX,0.259,41.3,6529,,
Eddy NM,0.243,47.9,2581,32.547601,-104.291387
Grant NM,0.32,41.3,1342,32.780455,-108.242693
Hidalgo NM,0.205,42.2,298,32.275633,-108.76674
Lea NM,0.277,48.6,2791,32.753117,-103.193711
Lincoln NM,0.255,44.2,689,33.420964,-105.631173
Los Alamos NM,0.194,49.2,818,35.868766,-106.270283
Luna NM,0.275,41.4,922,32.217487,-107.740412
Mckinley AZ,0.267,32.1,4694,,
Otero NM,0.273,41.5,2223,32.806642,-105.989844
Quay NM,0.274,43.2,455,35.180626,-103.65613
Rio Arriba NM,0.292,38.8,1795,36.201002,-106.204801
Roosevelt NM,0.271,42.4,718,34.167549,-103.348217
Sandoval NM,0.31,38.1,3506,35.328605,-106.64926
San Miguel NM,0.32,40.1,1146,35.573296,-105.309684
Santa Fe NM,0.234,40.5,4205,35.630805,-106.004953
Sierra NM,0.261,40.8,350,33.109273,-107.277841
Socorro NM,0.31,39.9,633,34.153828,-106.957793
Taos NM,0.183,39.8,1159,36.433447,-105.609376
Torrance NM,0.284,41.6,540,34.867124,-106.100997
Valencia NM,0.324,39,2775,34.752149,-106.722542
Albany NY,0.371,42.3,8346,42.678976,-73.81304
Allegany NY,0.346,43.9,1898,42.228245,-78.019297
Bronx NY,0.263,38.5,36004,40.849354,-73.882363
Broome NY,0.344,42.9,7135,42.121306,-75.934245
Cattaraugus NY,0.361,44.2,3559,42.224267,-78.607656
Cayuga NY,0.352,43.3,3144,42.93537,-76.560044
Chautauqua PA,0.364,42.6,5592,,
Chemung NY,0.409,41,3501,42.118262,-76.813046
Chenango NY,0.344,43.3,2248,42.481195,-75.570326
Clinton NY,0.308,44.2,2844,44.730039,-73.545325
Columbia NY,0.358,42,2102,42.273336,-73.681049
Cortland NY,0.344,43.6,1803,42.59613,-76.145474
Delaware NY,0.326,45.5,1620,42.244535,-74.993985
Dutchess NY,0.326,43,9262,41.681015,-73.839417
Erie NY,0.375,42.6,32714,42.889478,-78.792596
Essex NY,0.284,45.9,1355,44.174474,-73.689906
Franklin NY,0.37,41.5,2005,44.712835,-74.344365
Fulton NY,0.323,42.9,1979,43.059172,-74.330346
Genesee NY,0.321,44.6,2706,42.999625,-78.173095
Greene NY,0.289,45.2,1497,42.299303,-73.975873
Herkimer NY,0.33,45,2547,43.070536,-74.995034
Jefferson NY,0.363,43.2,4405,44.019125,-75.89664
Kings NY,0.249,41.8,64882,40.650523,-73.954811
Lewis NY,0.23,50.2,1197,43.789217,-75.449321
Livingston NY,0.278,45.6,2584,42.766358,-77.7642
Madison NY,0.33,44,2763,42.984471,-75.717386
Monroe NY,0.406,39.3,25907,43.161503,-77.619988
Montgomery NY,0.333,43.6,2225,42.933549,-74.343088
Nassau NY,0.309,49.7,41978,40.716587,-73.602242
New York NY,0.265,40.7,26783,40.777958,-73.966303
Niagara NY,0.361,41.5,8555,43.134704,-78.852109
Oneida NY,0.358,43.4,8546,43.147454,-75.359106
Onondaga NY,0.396,40.3,16605,43.067188,-76.167442
Ontario NY,0.322,43.9,3752,42.899374,-77.260129
Orange NY,0.337,42.3,12312,41.422034,-74.243059
Orleans NY,0.266,44.8,1876,43.248317,-78.223294
Oswego NY,0.333,42.9,5240,43.391821,-76.313145
Otsego NY,0.303,45.4,2202,42.563531,-75.060062
Putnam NY,0.246,51.5,3225,41.411282,-73.717247
Queens NY,0.244,46.8,51124,40.721294,-73.833451
Rensselaer NY,0.377,42.8,5444,42.699991,-73.629889
Richmond NY,0.333,46.5,13046,40.588523,-74.137304
Rockland NJ,0.347,44.5,9840,,
St Lawrence NY,0.326,44.7,4187,,
Saratoga NY,0.325,45.5,7084,43.008801,-73.785787
Schenectady NY,0.405,41.5,5565,42.809284,-73.946182
Schoharie NY,0.304,45.4,1104,42.642508,-74.436027
Schuyler NY,0.235,44.3,738,42.387815,-76.869122
Seneca NY,0.284,45.4,1150,42.827354,-76.828521
Steuben NY,0.32,45.1,4113,42.266288,-77.320329
Suffolk NY,0.298,47.2,45542,40.821924,-73.113775
Sullivan NY,0.34,42.3,2691,41.700086,-74.707459
Tioga NY,0.364,41.6,2266,42.12098,-76.297151
Tioga NY,0.27,49.1,1705,42.12098,-76.297151
Tompkins NY,0.3,43.3,2701,42.460259,-76.477416
Ulster NY,0.31,42.6,5738,41.841064,-74.100745
Warren NY,0.316,43.2,2342,43.396992,-73.714626
Washington NY,0.297,43.5,2347,43.290255,-73.458693
Wayne NY,0.338,42,4230,43.143734,-77.126682
Westchester NY,0.33,45,24709,41.040536,-73.804532
Wyoming NY,0.292,47.5,1837,42.725754,-78.218884
Yates NY,0.292,45.6,996,42.633657,-77.078037
Alamance NC,0.402,36.5,4106,36.071263,-79.414193
Alexander NC,0.351,37.7,1096,35.890299,-81.191638
Alleghany VA,0.402,41.6,320,37.800535,-79.929401
Anson NC,0.456,33.6,954,34.972824,-80.110145
Ashe NC,0.332,37.5,871,36.415077,-81.489759
Avery NC,0.335,40.3,564,36.07632,-81.943907
Beaufort NC,0.409,37.4,1741,35.519484,-76.956571
Bertie NC,0.507,37.4,991,36.083776,-76.968883
Bladen NC,0.422,36.3,1149,34.607845,-78.64109
Brunswick NC,0.275,36.1,2095,34.03637,-78.229195
Buncombe NC,0.331,38.2,6476,35.587674,-82.550087
Burke NC,0.393,36.2,2711,35.730474,-81.638347
Cabarrus NC,0.389,35.7,4654,35.399234,-80.612525
Caldwell NC,0.412,34.7,2540,35.873614,-81.503741
Camden VA,0.361,37.5,274,,
Carteret NC,0.341,39.7,1960,34.746773,-76.804454
Caswell NC,0.447,36.7,580,36.402606,-79.361931
Catawba NC,0.426,36,4953,35.695409,-81.245839
Chatham NC,0.317,38.7,1187,35.744124,-79.236572
Cherokee NC,0.327,39.8,805,35.106484,-84.016472
Chowan VA,0.483,37.9,546,,
Clay NC,0.322,41.9,284,35.035248,-83.807512
Cleveland NC,0.445,35.2,3645,35.292496,-81.517017
Columbus NC,0.364,35.5,2282,34.27927,-78.709221
Craven NC,0.344,36.9,3391,35.066758,-77.038555
Cumberland NC,0.344,35.9,11455,35.056493,-78.936138
Currituck VA,0.328,38.3,641,,
Dare NC,0.263,39.7,923,35.907564,-75.674875
Davidson NC,0.416,36.2,4409,35.853743,-80.199539
Davie NC,0.382,40,1087,35.929813,-80.52158
Duplin NC,0.436,38.8,1546,34.936096,-77.943354
Durham NC,0.381,33.6,6365,35.989801,-78.9062
Edgecombe NC,0.426,33.1,2503,35.903736,-77.656297
Forsyth NC,0.408,35,9994,36.106431,-80.256625
Franklin NC,0.366,34.9,1331,36.047826,-78.340858
Gaston NC,0.414,34.7,6720,35.275594,-81.156574
Gates VA,0.403,37.7,397,,
Graham NC,0.336,43,264,35.330969,-83.787962
Granville NC,0.401,37.4,1342,36.223855,-78.657114
Greene NC,0.476,35.8,611,35.468776,-77.669536
Guilford NC,0.399,35.4,13813,36.065215,-79.850251
Halifax NC,0.451,34.9,2430,36.353153,-77.672949
Harnett NC,0.452,36.3,2324,35.359863,-78.847096
Haywood NC,0.336,40.2,1571,35.517983,-82.939915
Henderson NC,0.296,39.9,2687,35.34095,-82.472355
Hertford NC,0.429,35.2,930,36.351304,-77.009973
Hoke NC,0.309,32.5,945,34.989624,-79.177133
Iredell NC,0.411,35.2,3947,35.707328,-80.869103
Jackson NC,0.262,40.8,850,35.335275,-83.202489
Johnston NC,0.4,38.1,3386,35.560263,-78.411954
Jones NC,0.345,38.8,397,35.027454,-77.353062
Lee NC,0.409,36.8,2156,35.459779,-79.173135
Lenoir NC,0.434,36.5,2465,35.262323,-77.631874
Lincoln NC,0.417,37.6,2152,35.485027,-81.178511
McDowell NC,0.362,37.8,1393,35.667958,-82.021507
Macon NC,0.35,42.7,859,35.157148,-83.380756
Madison NC,0.332,40,605,35.839078,-82.638666
Martin NC,0.42,36.5,1058,35.83274,-77.100767
Mecklenburg NC,0.402,35,21711,35.223469,-80.81662
Mitchell NC,0.305,41.2,506,35.962278,-82.114348
Montgomery NC,0.374,35.9,904,35.338988,-79.88204
Moore NC,0.382,36.8,2515,35.244618,-79.44678
Nash NC,0.406,36.7,3175,35.947411,-77.923901
New Hanover NC,0.355,35.8,4839,34.211687,-77.879277
Northampton NC,0.431,36,828,36.431948,-77.434731
Onslow NC,0.337,39,4745,34.741545,-77.400612
Orange NC,0.357,36.9,2953,35.978596,-79.081244
Pamlico NC,0.427,38.3,333,35.105356,-76.775886
Pasquotank VA,0.376,36.2,1397,,
Pender NC,0.323,36.3,1285,34.469476,-77.836015
Perquimans VA,0.489,39.4,426,,
Person NC,0.412,37.1,1182,36.373422,-78.970901
Pitt NC,0.427,35.2,4297,35.57917,-77.381178
Polk SC,0.308,38.2,508,,
Randolph NC,0.367,39.1,3741,35.766292,-79.827981
Richmond NC,0.421,34.4,1801,34.943604,-79.733496
Robeson NC,0.394,33,5145,34.674582,-79.093867
Rockingham NC,0.385,36.5,3122,36.402247,-79.772606
Rowan NC,0.397,35.1,4078,35.620395,-80.521966
Rutherford NC,0.367,36,2167,35.348446,-81.894978
Sampson NC,0.404,36.8,1917,35.033839,-78.396164
Scotland NC,0.387,32.9,1471,34.786334,-79.47868
Stanly NC,0.391,39.6,2088,35.321525,-80.247474
Stokes NC,0.354,38,1442,36.35064,-80.273917
Surry NC,0.373,40.1,2435,36.431314,-80.656971
Swain NC,0.334,39.5,586,35.438412,-83.413457
Transylvania NC,0.293,39.5,855,35.2102,-82.745507
Vance NC,0.423,32.7,1724,36.331178,-78.402101
Wake NC,0.38,38.4,18893,35.797203,-78.673074
Warren NC,0.463,36,566,36.409715,-78.138543
Washington NC,0.372,36.6,576,35.864206,-76.649275
Watauga NC,0.238,43,994,36.220299,-81.685479
Wayne NC,0.383,37.6,4192,35.370731,-77.988459
Wilkes NC,0.405,38.7,2087,36.193059,-81.134214
Wilson NC,0.442,35.4,2803,35.726988,-77.931323
Yadkin NC,0.379,40.5,1145,36.163573,-80.675351
Yancey NC,0.386,39.6,580,35.910155,-82.292339
Barnes ND,0.251,58,485,46.92752,-98.033032
Benson ND,0.66,41.4,339,48.020822,-99.146122
Bottineau ND,0.104,62.2,335,48.820134,-100.650317
Burleigh ND,0.268,52.3,2833,46.822761,-100.761508
Cass ND,0.287,49.9,4254,46.860506,-96.861406
Grand Forks ND,0.272,49.3,2596,47.907658,-97.120998
McHenry ND,0.185,59.6,301,48.182793,-100.694529
Mclean ND,0.283,54.3,503,,
Mercer ND,0.175,59.8,565,47.297717,-101.710274
Morton ND,0.239,55.9,1254,46.819739,-101.011434
Mountrail ND,0.422,50.7,369,48.134702,-102.371315
Pembina ND,0.226,55.6,402,48.789947,-97.582307
Ramsey ND,0.356,51.4,544,48.136409,-98.834844
Ransom ND,0.238,58.9,267,46.478257,-97.657193
Rolette ND,0.346,37.6,759,48.836027,-99.817363
Stark ND,0.163,63.6,1177,46.879757,-102.785075
Stutsman ND,0.256,53.5,939,46.915799,-98.744696
Traill ND,0.316,55,373,47.491264,-97.226828
Walsh ND,0.192,56.4,584,48.390892,-97.555232
Ward ND,0.273,54.1,2476,48.256527,-101.329338
Williams ND,0.189,61.6,1091,48.199801,-103.563682
Adams OH,0.424,40.5,1199,38.848346,-83.517043
Allen OH,0.417,39.3,4401,40.757675,-84.121928
Ashland OH,0.313,44.7,2040,40.855217,-82.285667
Ashtabula OH,0.329,40.6,4285,41.795339,-80.767571
Athens OH,0.3,39,2096,39.345128,-82.10024
Auglaize OH,0.298,47.3,2653,40.545245,-84.269481
Belmont WV,0.366,45.7,2585,,
Brown OH,0.344,41.5,1612,38.948158,-83.892944
Butler OH,0.406,38.6,12692,39.410684,-84.500267
Carroll OH,0.315,43.6,856,40.608318,-81.114892
Champaign OH,0.334,41,1585,40.120684,-83.76028
Clark OH,0.41,36.5,5709,39.927147,-83.832287
Clermont OH,0.369,40.7,7601,39.103441,-84.212568
Clinton OH,0.359,39,1946,39.410549,-83.842336
Columbiana OH,0.366,42.9,4649,40.777774,-80.730264
Coshocton OH,0.396,38.7,1502,40.290804,-81.86512
Crawford OH,0.403,40.6,2073,40.797377,-82.874776
Cuyahoga OH,0.432,36.4,49469,41.449624,-81.676037
Darke OH,0.338,46.6,2094,40.115612,-84.608214
Defiance OH,0.357,41.2,1906,41.295398,-84.449086
Delaware OH,0.363,40.9,3847,40.216351,-83.013223
Erie OH,0.354,40.3,3523,41.405481,-82.627891
Fairfield OH,0.37,41.2,5570,39.795111,-82.666944
Fayette OH,0.451,37.5,1023,39.549717,-83.443808
Franklin OH,0.427,36,34756,39.999581,-82.993223
Fulton OH,0.271,46.7,2197,41.5785,-84.094751
Gallia OH,0.408,39.1,1272,38.830629,-82.274096
Geauga OH,0.274,46.3,3522,41.489615,-81.221561
Greene OH,0.368,38.9,4977,39.726404,-83.996686
Guernsey OH,0.378,42.4,1770,40.016788,-81.541827
Hamilton OH,0.468,35.7,33444,39.180332,-84.50859
Hancock OH,0.345,43.1,2488,41.039056,-83.641951
Hancock OH,0.423,40.5,1339,41.039056,-83.641951
Hardin OH,0.315,43.3,1210,40.689386,-83.675755
Harrison OH,0.393,45.1,654,40.308636,-81.050672
Henry OH,0.34,47.3,1395,41.358702,-84.076961
Highland OH,0.36,39,1684,39.220062,-83.581988
Hocking OH,0.372,40,1128,39.522194,-82.446275
Holmes OH,0.276,46.6,1188,40.567391,-81.872764
Huron OH,0.324,43.4,3118,41.175374,-82.614391
Jackson OH,0.333,39.1,1210,39.036265,-82.610661
Jefferson OH,0.425,40.8,2965,40.365108,-80.694228
Knox OH,0.308,44.3,2082,40.399128,-82.454649
Lake OH,0.33,43.4,8788,41.685888,-81.319338
Licking OH,0.34,39.9,5504,40.05271,-82.515759
Logan OH,0.353,41,2102,40.383676,-83.779471
Lorain OH,0.363,38.3,11139,41.38987,-82.112376
Lucas OH,0.4,35.9,16725,41.652803,-83.615345
Madison OH,0.391,39.4,1738,39.924376,-83.379953
Mahoning OH,0.402,40.3,9498,41.049535,-80.696308
Marion OH,0.429,39.2,2552,40.58206,-83.129156
Medina OH,0.279,44.8,6317,41.144056,-81.84012
Meigs OH,0.278,43.8,849,39.060946,-82.013323
Mercer OH,0.336,51.5,2065,40.517287,-84.608376
Mercer OH,0.415,43.2,4383,40.517287,-84.608376
Miami OH,0.374,42.6,4361,40.046907,-84.234863
Monroe WV,0.324,49,551,37.528463,-80.636561
Montgomery OH,0.416,35.8,21664,39.746151,-84.207549
Morgan OH,0.398,41.7,543,39.61669,-81.866143
Morrow OH,0.371,40.7,1010,40.518848,-82.795365
Muskingum OH,0.419,40.2,3714,39.961284,-81.996883
Noble OH,0.356,49,454,39.77163,-81.485165
Ottawa OH,0.331,44.6,1840,41.531718,-83.081463
Paulding OH,0.376,43.8,870,41.132218,-84.584535
Perry OH,0.443,39.6,1659,39.754136,-82.234082
Pickaway OH,0.419,38,1882,39.666509,-82.993084
Pike OH,0.377,38.5,1048,39.083994,-83.038173
Portage OH,0.286,42.5,5449,41.17947,-81.273457
Preble OH,0.33,42.2,1804,39.743738,-84.624466
Putnam OH,0.325,51.1,1880,41.0083,-84.11802
Richland OH,0.383,39.4,5141,40.762374,-82.540347
Ross OH,0.426,37.2,2802,39.340682,-83.022104
Sandusky OH,0.387,42.5,2435,41.341058,-83.101952
Scioto OH,0.401,38.6,3163,38.781629,-82.945444
Seneca OH,0.372,44.3,2927,41.127601,-83.201322
Shelby OH,0.413,42.5,2130,40.318869,-84.192139
Stark OH,0.41,39.8,14909,40.837013,-81.387172
Summit OH,0.41,37.9,20675,41.112957,-81.512898
Trumbull OH,0.377,39.2,8468,41.240415,-80.759806
Tuscarawas OH,0.35,45.1,4065,40.479556,-81.465322
Union OH,0.314,42.4,1248,40.252214,-83.350113
Van Wert OH,0.434,42.6,1110,40.856353,-84.565522
Vinton OH,0.331,39.3,441,39.240104,-82.503644
Warren OH,0.322,43.4,5366,39.424293,-84.245128
Washington WV,0.341,43.3,2664,,
Wayne OH,0.346,43.3,4776,40.838544,-81.864335
Williams OH,0.288,45.9,1719,41.533691,-84.573035
Wood OH,0.32,43.4,4799,41.44828,-83.601066
Wyandot OH,0.272,48.9,1094,40.865953,-83.298153
Adair OK,0.328,39.6,1016,35.887523,-94.63575
Atoka OK,0.391,45,454,34.324459,-96.090179
Beaver KS,0.331,54,271,,
Beckham OK,0.339,52.1,864,35.361391,-99.512486
Blaine OK,0.395,49.1,509,35.884817,-98.420662
Bryan TX,0.39,41.2,1331,,
Caddo OK,0.455,43.9,1442,35.147225,-98.338494
Canadian OK,0.297,46.9,3975,35.491254,-97.78114
Carter OK,0.377,44.3,1910,34.192075,-97.20457
Cherokee OK,0.346,40.7,1353,35.900171,-94.994163
Choctaw OK,0.318,41.5,655,34.020247,-95.533567
Cleveland OK,0.264,44.7,7630,35.266627,-97.447024
Comanche OK,0.343,41.8,4581,34.629215,-98.421648
Cotton OK,0.163,47.4,292,34.307791,-98.332256
Craig OK,0.259,44.9,595,36.675666,-95.153823
Creek OK,0.327,42.9,2962,35.974422,-96.233839
Custer OK,0.384,49.2,1093,35.547405,-98.839507
Delaware AR,0.381,41.8,1102,,
Dewey OK,0.215,60.1,295,36.052429,-99.06334
Garfield OK,0.36,46.4,2481,36.398165,-97.883789
Garvin OK,0.318,48.2,1177,34.735648,-97.288696
Grady OK,0.305,47.1,1816,35.099526,-97.861894
Haskell AR,0.213,47.1,512,,
Hughes OK,0.423,45.6,534,35.081959,-96.32078
Jackson OK,0.3,45,1206,34.653404,-99.335932
Jefferson OK,0.356,50.3,313,34.128114,-97.866159
Johnston OK,0.273,46.9,432,34.263937,-96.654549
Kay OK,0.343,44.2,2233,36.745203,-97.128546
Kingfisher OK,0.38,50.5,734,35.915329,-97.912409
Kiowa OK,0.407,45.7,451,34.936358,-99.015436
Latimer AR,0.323,45.6,401,,
Le Flore AR,0.294,45.8,1995,,
Lincoln OK,0.297,45.8,1348,35.659026,-96.882293
Logan OK,0.305,43.7,1078,35.832833,-97.439988
Love OK,0.332,47.2,353,33.927597,-97.171716
Mcclain OK,0.271,47.2,1445,,
McCurtain OK,0.304,42,1559,34.001191,-94.816419
McIntosh OK,0.317,42.1,686,35.38549,-95.580112
Major OK,0.207,56.2,381,36.301932,-98.421761
Marshall OK,0.404,46.1,462,34.020632,-96.754422
Mayes OK,0.327,43.1,1711,36.292914,-95.235555
Murray OK,0.354,46.4,506,34.507027,-97.028909
Muskogee OK,0.37,41.3,3122,35.709969,-95.368317
Noble OK,0.37,45.2,476,36.322823,-97.233709
Nowata KS,0.329,46.3,418,,
Okfuskee OK,0.34,42.9,500,35.44943,-96.333303
Oklahoma OK,0.365,40.4,25366,35.519307,-97.510552
Okmulgee OK,0.332,41.8,1561,35.61535,-95.967902
Osage OK,0.3,41.2,1904,36.424523,-96.241685
Ottawa MO,0.362,42.3,1310,,
Pawnee OK,0.203,47.5,698,36.273127,-96.549785
Payne OK,0.29,46,2306,36.091385,-97.003156
Pittsburg AR,0.352,43,1640,,
Pontotoc OK,0.376,45.1,1391,34.773665,-96.6714
Pottawatomie OK,0.353,41.6,2761,35.317085,-96.951814
Pushmataha OK,0.319,45.3,452,34.336743,-95.477215
Rogers OK,0.272,44.7,2736,36.317138,-95.644612
Seminole OK,0.415,41.6,1068,35.18355,-96.628173
Sequoyah AR,0.349,42.7,1528,,
Stephens OK,0.293,47.9,1789,34.517163,-97.945593
Texas OK,0.278,49,786,36.71352,-101.449911
Tillman OK,0.345,45.6,430,34.380456,-98.972769
Tulsa OK,0.367,40,21286,36.105918,-95.914798
Wagoner OK,0.299,44.5,2307,36.011259,-95.612267
Washita OK,0.316,51,504,35.313031,-99.056867
Woods OK,0.309,52.7,320,36.764048,-98.719763
Woodward OK,0.319,50.5,884,36.426108,-99.383837
Baker OR,0.3,46.2,742,44.779398,-117.765487
Benton OR,0.267,42.1,2433,44.571181,-123.278972
Clackamas OR,0.265,43.2,12916,45.363365,-122.57415
Clatsop WA,0.226,42.7,1413,,
Columbia OR,0.257,42.4,2004,45.893189,-122.93005
Coos OR,0.303,41.2,2447,43.305343,-124.231247
Crook OR,0.25,43.6,664,44.285943,-120.839327
Curry CA,0.278,40.8,728,,
Deschutes OR,0.256,42.2,4248,44.092071,-121.30565
Douglas OR,0.288,40.6,4187,43.237447,-123.386761
Grant OR,0.166,49.7,353,44.450864,-119.001015
Harney OR,0.193,44,329,43.522141,-118.986738
Hood River OR,0.23,45.6,828,45.655533,-121.563132
Jackson OR,0.257,41,6630,42.34699,-122.858316
Jefferson OR,0.44,35.6,615,44.601999,-121.193198
Josephine OR,0.312,40.7,2781,42.404127,-123.386809
Klamath CA,0.343,41.4,2519,,
Lake OR,0.34,47.9,343,42.490564,-120.479309
Lane OR,0.299,39.7,11462,44.038338,-123.117351
Lincoln OR,0.301,40.7,1669,44.712447,-124.000861
Linn OR,0.321,39.5,4464,44.554621,-122.959618
Malheur OR,0.27,43.8,1205,43.971312,-117.062987
Marion OR,0.29,40.9,10313,44.96169,-122.954793
Morrow WA,0.413,44.3,427,,
Multnomah OR,0.278,39.1,20015,45.517889,-122.588705
Polk OR,0.287,41.5,2366,44.920133,-123.211525
Tillamook OR,0.228,41.9,931,45.467428,-123.858675
Umatilla WA,0.279,42.8,2790,,
Union OR,0.223,44.9,1124,45.341758,-118.019473
Wallowa OR,0.253,47.7,342,45.443081,-117.310593
Wasco OR,0.249,43.2,907,45.536003,-121.202594
Yamhill OR,0.267,41.6,3492,45.237712,-123.140448
Adams PA,0.275,48.6,3313,39.851863,-77.158646
Allegheny PA,0.389,42.8,41289,40.446249,-79.966538
Armstrong PA,0.327,49.1,2661,40.769725,-79.511347
Beaver PA,0.361,44.7,6705,40.684545,-80.302592
Bedford PA,0.322,48,1821,40.053372,-78.477467
Berks PA,0.378,44.3,12686,40.364226,-75.908729
